director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Mike Cahill,Robin Lord Taylor,William Mapother,Flint Beverage,DramaRomanceSci-Fi,another earth,Robin Lord Taylor William Mapother Flint Beverage Mike Cahill DramaRomanceSci-Fi
Jason Stone,Topher Grace,Ellen Burstyn,Christopher Heyerdahl,Thriller,the calling,Topher Grace Ellen Burstyn Christopher Heyerdahl Jason Stone Thriller
Melvin Van Peebles,John Amos,Mario Van Peebles,Melvin Van Peebles,CrimeDramaThriller,sweet sweetback's baadasssss song,John Amos Mario Van Peebles Melvin Van Peebles Melvin Van Peebles CrimeDramaThriller
Ken Roht,Charla Cochran,Joe Lev,Sienna Beckman,Drama,perfect cowboy,Charla Cochran Joe Lev Sienna Beckman Ken Roht Drama
Gary Winick,Bebe Neuwirth,Aaron Stanford,Ron Rifkin,ComedyDramaRomance,tadpole,Bebe Neuwirth Aaron Stanford Ron Rifkin Gary Winick ComedyDramaRomance
John Carney,Glen Hansard,Markéta Irglová,Darren Healy,DramaMusicRomance,once,Glen Hansard Markéta Irglová Darren Healy John Carney DramaMusicRomance
Robinson Devor,Marilyn Rising,Eugene Roche,Max Kerstein,Comedy,the woman chaser,Marilyn Rising Eugene Roche Max Kerstein Robinson Devor Comedy
Michel Orion Scott,Temple Grandin,Rowan Isaacson,Simon Baron-Cohen,Documentary,the horse boy,Temple Grandin Rowan Isaacson Simon Baron-Cohen Michel Orion Scott Documentary
Pat Holden,Alan Brent,Martin Compston,Kate Ashfield,Horror,when the lights went out,Alan Brent Martin Compston Kate Ashfield Pat Holden Horror
Eric Bugbee,Joel Moody,Bill Allen,Lia Tucker,ActionDramaSport,heroes of dirt,Joel Moody Bill Allen Lia Tucker Eric Bugbee ActionDramaSport
Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,HorrorThriller,the texas chain saw massacre,Gunnar Hansen Edwin Neal Marilyn Burns Tobe Hooper HorrorThriller
Bill Melendez,Peter Robbins,Bill Melendez,Christopher Shea,AnimationComedyFamily,a charlie brown christmas,Peter Robbins Bill Melendez Christopher Shea Bill Melendez AnimationComedyFamily
Dena Seidel,Naderev Sano,Hugh Ducklow,Mike Brett,AdventureDocumentary,antarctic edge: 70° south,Naderev Sano Hugh Ducklow Mike Brett Dena Seidel AdventureDocumentary
Deborah Anderson,Lisa Ann,Jesse Jane,Kayden Kross,Documentary,aroused,Lisa Ann Jesse Jane Kayden Kross Deborah Anderson Documentary
Sara Newens,Ariel Hsing,Xinhua Jiang,Michael Landers,Documentary,top spin,Ariel Hsing Xinhua Jiang Michael Landers Sara Newens Documentary
Michael Moore,Michael Moore,Pat Boone,Bob Eubanks,Documentary,roger & me,Michael Moore Pat Boone Bob Eubanks Michael Moore Documentary
Paul Schrader,Ed Begley Jr.,Ruby Dee,John Heard,FantasyHorrorThriller,cat people,Ed Begley Jr. Ruby Dee John Heard Paul Schrader FantasyHorrorThriller
Sai Varadan,J.D. Williams,Hassan Johnson,Samantha Esteban,Drama,an american in hollywood,J.D. Williams Hassan Johnson Samantha Esteban Sai Varadan Drama
Zal Batmanglij,Christopher Denham,James Urbaniak,Constance Wu,DramaMysterySci-FiThriller,sound of my voice,Christopher Denham James Urbaniak Constance Wu Zal Batmanglij DramaMysterySci-FiThriller
Amal Al-Agroobi,unknown,unknown,unknown,DocumentaryFamily,the brain that sings,unknown unknown unknown Amal Al-Agroobi DocumentaryFamily
Andrew Berends,unknown,unknown,unknown,DocumentaryWar,the blood of my brother,unknown unknown unknown Andrew Berends DocumentaryWar
Lynn Shelton,Mark Duplass,Mike Birbiglia,Mel Eslyn,ComedyDrama,your sister's sister,Mark Duplass Mike Birbiglia Mel Eslyn Lynn Shelton ComedyDrama
Valentine,Diane Sorrentino,Valentine,unknown,Romance,romantic schemer,Diane Sorrentino Valentine unknown Valentine Romance
David Hewlett,Christopher Judge,David Hewlett,Paul McGillion,Comedy,a dog's breakfast,Christopher Judge David Hewlett Paul McGillion David Hewlett Comedy
George A. Romero,Judith O'Dea,Duane Jones,S. William Hinzman,DramaHorrorMystery,night of the living dead,Judith O'Dea Duane Jones S. William Hinzman George A. Romero DramaHorrorMystery
Jean-Luc Godard,Philippe Leroy,Macha Méril,Rita Maiden,Drama,une femme mariée,Philippe Leroy Macha Méril Rita Maiden Jean-Luc Godard Drama
Nate Parker,Jason Stuart,Nate Parker,Aunjanue Ellis,BiographyDrama,the birth of a nation,Jason Stuart Nate Parker Aunjanue Ellis Nate Parker BiographyDrama
Nathan Smith Jones,Richard Moll,Frank Gerrish,Christopher Robin Miller,Comedy,the work and the story,Richard Moll Frank Gerrish Christopher Robin Miller Nathan Smith Jones Comedy
Alex Kendrick,Alex Kendrick,Erin Bethea,Shannen Fields,DramaSport,facing the giants,Alex Kendrick Erin Bethea Shannen Fields Alex Kendrick DramaSport
Travis Cluff,Pfeifer Brown,Cassidy Gifford,Reese Mishler,HorrorThriller,the gallows,Pfeifer Brown Cassidy Gifford Reese Mishler Travis Cluff HorrorThriller
David Lynch,Hal Landon Jr.,Jack Nance,Charlotte Stewart,FantasyHorrorSci-Fi,eraserhead,Hal Landon Jr. Jack Nance Charlotte Stewart David Lynch FantasyHorrorSci-Fi
Harry F. Millarde,Stephen Carr,Johnnie Walker,Mary Carr,CrimeDrama,over the hill to the poorhouse,Stephen Carr Johnnie Walker Mary Carr Harry F. Millarde CrimeDrama
Robert Townsend,Robert Townsend,Keenen Ivory Wayans,Helen Martin,Comedy,hollywood shuffle,Robert Townsend Keenen Ivory Wayans Helen Martin Robert Townsend Comedy
Peter Chelsom,Kieran Culkin,Elden Henson,Gena Rowlands,ComedyDrama,the mighty,Kieran Culkin Elden Henson Gena Rowlands Peter Chelsom ComedyDrama
Jamaa Fanaka,Leon Isaac Kennedy,Chuck Mitchell,Wilbur 'Hi-Fi' White,CrimeDramaSport,penitentiary,Leon Isaac Kennedy Chuck Mitchell Wilbur 'Hi-Fi' White Jamaa Fanaka CrimeDramaSport
Larry Blamire,Fay Masterson,Brian Howe,Larry Blamire,ComedyHorrorSci-Fi,the lost skeleton of cadavra,Fay Masterson Brian Howe Larry Blamire Larry Blamire ComedyHorrorSci-Fi
Stephen Langford,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,Family,"dude, where's my dog?!",Kevin P. Farley Gabriela Castillo Brandon Middleton Stephen Langford Family
E.L. Katz,Brighton Sharbino,Ethan Embry,Elissa Dowling,ComedyCrimeDramaHorrorThriller,cheap thrills,Brighton Sharbino Ethan Embry Elissa Dowling E.L. Katz ComedyCrimeDramaHorrorThriller
Lisanne Pajot,Jonathan Blow,Edmund McMillen,Phil Fish,Documentary,indie game: the movie,Jonathan Blow Edmund McMillen Phil Fish Lisanne Pajot Documentary
Dan Reed,Danny Dyer,Adam Rayner,Ralph Brown,Thriller,closure,Danny Dyer Adam Rayner Ralph Brown Dan Reed Thriller
John Reinhardt,Sheldon Leonard,John Ireland,Arthur O'Connell,CrimeDrama,open secret,Sheldon Leonard John Ireland Arthur O'Connell John Reinhardt CrimeDrama
Patrick Ryan Sims,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,ActionDramaSci-FiThriller,echo dr.,Claire Gordon-Harper Hugh Mun Johnathan Hurley Patrick Ryan Sims ActionDramaSci-FiThriller
Laslo Benedek,Liv Ullmann,Trevor Howard,Andrew Keir,CrimeHorrorThriller,the night visitor,Liv Ullmann Trevor Howard Andrew Keir Laslo Benedek CrimeHorrorThriller
Jason Miller,Jon Brion,Dottie Alexander,David Barnes,BiographyDocumentaryMusic,the past is a grotesque animal,Jon Brion Dottie Alexander David Barnes Jason Miller BiographyDocumentaryMusic
Dennis Iliadis,Tony Goldwyn,Monica Potter,Martha MacIsaac,CrimeHorrorThriller,the last house on the left,Tony Goldwyn Monica Potter Martha MacIsaac Dennis Iliadis CrimeHorrorThriller
Sut Jhally,Noam Chomsky,Seth Ackerman,Arik Ascherman,Documentary,"peace, propaganda & the promised land",Noam Chomsky Seth Ackerman Arik Ascherman Sut Jhally Documentary
Darren Aronofsky,Mark Margolis,Clint Mansell,Stanley B. Herman,DramaMysteryThriller,pi,Mark Margolis Clint Mansell Stanley B. Herman Darren Aronofsky DramaMysteryThriller
Julie Davis,Jack McGee,Meredith Scott Lynn,Tim DeZarn,ComedyRomance,"i love you, don't touch me!",Jack McGee Meredith Scott Lynn Tim DeZarn Julie Davis ComedyRomance
Myles Berkowitz,Tia Carrere,Tom Ardavany,Robert McKee,BiographyComedyRomance,20 dates,Tia Carrere Tom Ardavany Robert McKee Myles Berkowitz BiographyComedyRomance
Brett Piper,Michelle Simone Miller,Steve Diasparra,A.J. DeLucia,ActionSci-FiThriller,queen crab,Michelle Simone Miller Steve Diasparra A.J. DeLucia Brett Piper ActionSci-FiThriller
Morgan Spurlock,Chemeeka Walker,Amanda Kearsan,Amelia Giancarlo,ComedyDocumentaryDrama,super size me,Chemeeka Walker Amanda Kearsan Amelia Giancarlo Morgan Spurlock ComedyDocumentaryDrama
Brandon Trost,Clifton Collins Jr.,Sean Whalen,James DeBello,Comedy,the fp,Clifton Collins Jr. Sean Whalen James DeBello Brandon Trost Comedy
Joe Swanberg,Anna Kendrick,Lena Dunham,Mark Webber,ComedyDrama,happy christmas,Anna Kendrick Lena Dunham Mark Webber Joe Swanberg ComedyDrama
Joseph Green,Virginia Leith,Jason Evers,Bruce Kerr,HorrorSci-Fi,the brain that wouldn't die,Virginia Leith Jason Evers Bruce Kerr Joseph Green HorrorSci-Fi
Wade Gasque,Ty Parker,Vincent Duvall,Loanne Bishop,Drama,tiger orange,Ty Parker Vincent Duvall Loanne Bishop Wade Gasque Drama
Daniel Schechter,Lena Dunham,Kevin Corrigan,Alex Karpovsky,Comedy,supporting characters,Lena Dunham Kevin Corrigan Alex Karpovsky Daniel Schechter Comedy
Mike Flanagan,Justin Gordon,Courtney Bell,Erin Cipolletti,DramaHorrorMystery,absentia,Justin Gordon Courtney Bell Erin Cipolletti Mike Flanagan DramaHorrorMystery
Edward Burns,Shari Albert,Michael McGlone,Maxine Bahns,ComedyDramaRomance,the brothers mcmullen,Shari Albert Michael McGlone Maxine Bahns Edward Burns ComedyDramaRomance
Matt Johnson,Paul Daniel Ayotte,Shailene Garnett,Matt Johnson,CrimeDramaThriller,the dirties,Paul Daniel Ayotte Shailene Garnett Matt Johnson Matt Johnson CrimeDramaThriller
Bruno Barreto,Marcello Mastroianni,Sonia Braga,Joffre Soares,ComedyDramaRomance,gabriela,Marcello Mastroianni Sonia Braga Joffre Soares Bruno Barreto ComedyDramaRomance
Lena Dunham,Lena Dunham,Merritt Wever,Jemima Kirke,ComedyDramaRomance,tiny furniture,Lena Dunham Merritt Wever Jemima Kirke Lena Dunham ComedyDramaRomance
Terron R. Parsons,Richard Tyson,Jeremy Sande,Corlandos Scott,CrimeDramaHorror,hayride,Richard Tyson Jeremy Sande Corlandos Scott Terron R. Parsons CrimeDramaHorror
Daniel Mellitz,Corbin Bernsen,Chelse Swain,Amanda MacDonald,ComedyDrama,the naked ape,Corbin Bernsen Chelse Swain Amanda MacDonald Daniel Mellitz ComedyDrama
Jem Cohen,unknown,unknown,unknown,Documentary,counting,unknown unknown unknown Jem Cohen Documentary
Andrew Leman,Dan Novy,David Mersault,Barry Lynch,FantasyHorrorMysteryThriller,the call of cthulhu,Dan Novy David Mersault Barry Lynch Andrew Leman FantasyHorrorMysteryThriller
Dave Carroll,Chris 'Wonder' Schoeck,unknown,unknown,Documentary,bending steel,Chris 'Wonder' Schoeck unknown unknown Dave Carroll Documentary
William Eubank,Lin Shaye,Olivia Cooke,Beau Knapp,Sci-FiThriller,the signal,Lin Shaye Olivia Cooke Beau Knapp William Eubank Sci-FiThriller
Patrick Meaney,Taliesin Jaffe,Greg Aronowitz,Jeff Dowd,BiographyDocumentary,the image revolution,Taliesin Jaffe Greg Aronowitz Jeff Dowd Patrick Meaney BiographyDocumentary
Chad Hartigan,Jan Haley,Paul Eenhoorn,Demetrius Grosse,Drama,this is martin bonner,Jan Haley Paul Eenhoorn Demetrius Grosse Chad Hartigan Drama
Malcolm Goodwin,Katrina Bowden,Jon Gries,Kelen Coleman,Comedy,a true story,Katrina Bowden Jon Gries Kelen Coleman Malcolm Goodwin Comedy
David Gordon Green,Paul Schneider,Eddie Rouse,Damian Jewan Lee,Drama,george washington,Paul Schneider Eddie Rouse Damian Jewan Lee David Gordon Green Drama
Kevin Jordan,Derick Martini,Christa Miller,Ion Overman,ComedyRomance,smiling fish & goat on fire,Derick Martini Christa Miller Ion Overman Kevin Jordan ComedyRomance
Kirk Loudon,Barry Corbin,Johnny Walter,Shiree Nelson,DramaSci-FiThriller,dawn of the crescent moon,Barry Corbin Johnny Walter Shiree Nelson Kirk Loudon DramaSci-FiThriller
Travis Legge,Elissa Dowling,Patricia Raven,Lindsay Felton,Horror,raymond did it,Elissa Dowling Patricia Raven Lindsay Felton Travis Legge Horror
Martin Scorsese,Ringo Starr,Levon Helm,Bob Dylan,DocumentaryMusic,the last waltz,Ringo Starr Levon Helm Bob Dylan Martin Scorsese DocumentaryMusic
Collin Joseph Neal,Julianne Gabert,Thomas Brophy,Ronee Collins,HorrorThriller,"run, hide, die",Julianne Gabert Thomas Brophy Ronee Collins Collin Joseph Neal HorrorThriller
Bradley Rust Gray,Zoe Kazan,Mark Rendall,Jordan Scovel,Drama,the exploding girl,Zoe Kazan Mark Rendall Jordan Scovel Bradley Rust Gray Drama
Mike Bruce,Joseph Campanella,Kirpatrick Thomas,Christian Anderson,Western,the legend of god's gun,Joseph Campanella Kirpatrick Thomas Christian Anderson Mike Bruce Western
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,Comedy,mutual appreciation,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski Comedy
Damir Catic,Nichole Ceballos,Ron Gelner,Parker Riggs,Horror,her cry: la llorona investigation,Nichole Ceballos Ron Gelner Parker Riggs Damir Catic Horror
Ben Wheatley,Michael Smiley,Tony Way,David Schaal,ComedyCrimeDrama,down terrace,Michael Smiley Tony Way David Schaal Ben Wheatley ComedyCrimeDrama
Kevin Smith,Jason Mewes,Brian O'Halloran,Jeff Anderson,Comedy,clerks,Jason Mewes Brian O'Halloran Jeff Anderson Kevin Smith Comedy
James Bidgood,Don Brooks,Bobby Kendall,unknown,DramaFantasy,pink narcissus,Don Brooks Bobby Kendall unknown James Bidgood DramaFantasy
Andrew Bujalski,Andrew Bujalski,Kate Dollenmayer,Justin Rice,ComedyDrama,funny ha ha,Andrew Bujalski Kate Dollenmayer Justin Rice Andrew Bujalski ComedyDrama
Neil LaBute,Stacy Edwards,Matt Malloy,Jason Dixie,ComedyDrama,in the company of men,Stacy Edwards Matt Malloy Jason Dixie Neil LaBute ComedyDrama
David Ayer,Mireille Enos,Martin Donovan,Maurice Compte,ActionCrimeDramaThriller,sabotage,Mireille Enos Martin Donovan Maurice Compte David Ayer ActionCrimeDramaThriller
Eric Eason,Franky G,Panchito Gómez,Casper Martinez,DramaFamily,manito,Franky G Panchito Gómez Casper Martinez Eric Eason DramaFamily
Uwe Boll,Matt Frewer,Katharine Isabelle,Michael Paré,ActionCrimeThriller,rampage,Matt Frewer Katharine Isabelle Michael Paré Uwe Boll ActionCrimeThriller
Richard Linklater,Tommy Pallotta,Richard Linklater,Jean Caffeine,ComedyDrama,slacker,Tommy Pallotta Richard Linklater Jean Caffeine Richard Linklater ComedyDrama
Joseph Mazzella,Tjasa Ferme,Mikaal Bates,Damon Owlia,CrimeDramaThriller,dutch kills,Tjasa Ferme Mikaal Bates Damon Owlia Joseph Mazzella CrimeDramaThriller
Travis Legge,Kristen Seavey,Suzi Lorraine,Travis Legge,ComedyRomance,dry spell,Kristen Seavey Suzi Lorraine Travis Legge Travis Legge ComedyRomance
Alex Kendrick,Shannen Fields,Lisa Arnold,Janet Lee Dapper,Drama,flywheel,Shannen Fields Lisa Arnold Janet Lee Dapper Alex Kendrick Drama
Marcus Nispel,Ashley Tramonte,Brittany Curran,Lindsay MacDonald,HorrorMysteryThriller,exeter,Ashley Tramonte Brittany Curran Lindsay MacDonald Marcus Nispel HorrorMysteryThriller
Brandon Landers,Robbie Barnes,Alana Kaniewski,Brandon Landers,DramaHorrorThriller,the ridges,Robbie Barnes Alana Kaniewski Brandon Landers Brandon Landers DramaHorrorThriller
Jay Duplass,Mark Duplass,Katie Aselton,Bari Hyman,ComedyDramaRomance,the puffy chair,Mark Duplass Katie Aselton Bari Hyman Jay Duplass ComedyDramaRomance
Jim Chuchu,Paul Ogola,Olwenya Maina,Mugambi Nthiga,Drama,stories of our lives,Paul Ogola Olwenya Maina Mugambi Nthiga Jim Chuchu Drama
Daryl Wein,Zoe Lister-Jones,Heather Burns,Ebon Moss-Bachrach,Romance,breaking upwards,Zoe Lister-Jones Heather Burns Ebon Moss-Bachrach Daryl Wein Romance
Jason Trost,Sean Whalen,Jason Trost,Nick Principe,Sci-FiThriller,all superheroes must die,Sean Whalen Jason Trost Nick Principe Jason Trost Sci-FiThriller
John Waters,Divine,Mink Stole,Edith Massey,ComedyCrimeHorror,pink flamingos,Divine Mink Stole Edith Massey John Waters ComedyCrimeHorror
Olivier Assayas,Maggie Cheung,Béatrice Dalle,Don McKellar,DramaMusicRomance,clean,Maggie Cheung Béatrice Dalle Don McKellar Olivier Assayas DramaMusicRomance
Ivan Kavanagh,Patrick O'Donnell,Michael Parle,Emma Eliza Regan,Horror,tin can man,Patrick O'Donnell Michael Parle Emma Eliza Regan Ivan Kavanagh Horror
Kiyoshi Kurosawa,Kôji Yakusho,Anna Nakagawa,Denden,CrimeHorrorMysteryThriller,the cure,Kôji Yakusho Anna Nakagawa Denden Kiyoshi Kurosawa CrimeHorrorMysteryThriller
Tadeo Garcia,Tatiana Suarez-Pico,Michael Cortez,Eric Ambriz,Drama,on the downlow,Tatiana Suarez-Pico Michael Cortez Eric Ambriz Tadeo Garcia Drama
Thomas L. Phillips,Julianna Pitt,Joe Coffey,John Lucas,ComedyHorrorThriller,sanctuary; quite a conundrum,Julianna Pitt Joe Coffey John Lucas Thomas L. Phillips ComedyHorrorThriller
Ash Baron-Cohen,Peter Greene,Stanley B. Herman,James Noble,CrimeDrama,bang,Peter Greene Stanley B. Herman James Noble Ash Baron-Cohen CrimeDrama
Shane Carruth,Shane Carruth,David Sullivan,Casey Gooden,DramaSci-FiThriller,primer,Shane Carruth David Sullivan Casey Gooden Shane Carruth DramaSci-FiThriller
Neill Dela Llana,Ian Gamazon,Edgar Tancangco,Quynn Ton,Thriller,cavite,Ian Gamazon Edgar Tancangco Quynn Ton Neill Dela Llana Thriller
Robert Rodriguez,Carlos Gallardo,Peter Marquardt,Consuelo Gómez,ActionCrimeDramaRomanceThriller,el mariachi,Carlos Gallardo Peter Marquardt Consuelo Gómez Robert Rodriguez ActionCrimeDramaRomanceThriller
Anthony Vallone,Richard Jewell,John Considine,Sara Stepnicka,CrimeDrama,the mongol king,Richard Jewell John Considine Sara Stepnicka Anthony Vallone CrimeDrama
Edward Burns,Kerry Bishé,Caitlin FitzGerald,Daniella Pineda,ComedyDrama,newlyweds,Kerry Bishé Caitlin FitzGerald Daniella Pineda Edward Burns ComedyDrama
Scott Smith,Eric Mabius,Daphne Zuniga,Crystal Lowe,ComedyDrama,signed sealed delivered,Eric Mabius Daphne Zuniga Crystal Lowe Scott Smith ComedyDrama
unknown,Natalie Zea,Valorie Curry,Sam Underwood,CrimeDramaMysteryThriller,the following            ,Natalie Zea Valorie Curry Sam Underwood unknown CrimeDramaMysteryThriller
Benjamin Roberds,Eva Boehnke,Maxwell Moody,David Chandler,DramaHorrorThriller,a plague so pleasant,Eva Boehnke Maxwell Moody David Chandler Benjamin Roberds DramaHorrorThriller
Daniel Hsia,Alan Ruck,Daniel Henney,Eliza Coupe,ComedyDramaRomance,shanghai calling,Alan Ruck Daniel Henney Eliza Coupe Daniel Hsia ComedyDramaRomance
Jon Gunn,John August,Brian Herzlinger,Jon Gunn,Documentary,my date with drew,John August Brian Herzlinger Jon Gunn Jon Gunn Documentary
Fernando Di Leo,Luc Merenda,James Mason,Marino Masé,Adventure Action Fantasy Comedy,pirates of the caribbean: dead men tell no tales,Luc Merenda James Mason Marino Masé Fernando Di Leo Adventure Action Fantasy Comedy
Fernando Di Leo,Jack Palance,Al Cliver,Harry Baer,Action Adventure Fantasy Sci-Fi,justice league,Jack Palance Al Cliver Harry Baer Fernando Di Leo Action Adventure Fantasy Sci-Fi
Fernando González Molina,Mario Casas,Clara Lago,María Valverde,Action Adventure Fantasy Sci-Fi,thor: ragnarok,Mario Casas Clara Lago María Valverde Fernando González Molina Action Adventure Fantasy Sci-Fi
George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,Action Adventure Comedy Sci-Fi,guardians of the galaxy vol. 2,Tom Hardy Charlize Theron Nicholas Hoult George Miller Action Adventure Comedy Sci-Fi
Yoo Ha,Lee Jung-Jin,Han Ga-in,Won-kwon Kim,Fantasy Action Adventure,the king's daughter,Lee Jung-Jin Han Ga-in Won-kwon Kim Yoo Ha Fantasy Action Adventure
Jared Cohn,Charisma Carpenter,Bryce Draper,Daniel Baldwin,Thriller Adventure,extinction: nature has evolved,Charisma Carpenter Bryce Draper Daniel Baldwin Jared Cohn Thriller Adventure
Bimal Roy,Dilip Kumar,Vyjayanthimala,Suchitra Sen,Action Fantasy Sci-Fi,guardians,Dilip Kumar Vyjayanthimala Suchitra Sen Bimal Roy Action Fantasy Sci-Fi
Piotr Szulkin,Katarzyna Figura,Jerzy Trela,Daniel Olbrychski,Comedy,the outcasts,Katarzyna Figura Jerzy Trela Daniel Olbrychski Piotr Szulkin Comedy
Joan Micklin Silver,John Heard,Lindsay Crouse,Jeff Goldblum,Action Adventure Fantasy,wonder woman,John Heard Lindsay Crouse Jeff Goldblum Joan Micklin Silver Action Adventure Fantasy
